A,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1231,90,18890,5,5,1977,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,12,Typ,1,TA,BuiltIn,1977,RFn,2,600,TA,TA,N,155,24,145,0,0,0,NA,NA,Gar2,8300,8,2007,WD,Normal,190000
1232,90,7728,5,6,1962,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1962,Unf,2,540,TA,TA,Y,0,18,0,0,0,0,NA,GdWo,NA,0,5,2006,WD,Normal,132500
1233,90,9842,4,5,1962,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,TA,6,Typ,0,NA,CarPort,1962,Unf,2,462,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,101800
1234,20,12160,5,5,1959,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,2,531,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,COD,Abnorml,142000
1235,70,8525,5,6,1911,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,192,0,0,0,0,NA,NA,NA,0,11,2008,WD,Abnorml,130000
1236,70,13132,5,5,1914,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,9,Typ,0,NA,Detchd,1914,Unf,1,180,Fa,Fa,N,203,40,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,138887
1237,160,2628,7,5,2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,6,Typ,0,NA,BuiltIn,2003,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,175500
1238,60,12393,7,5,2004,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,195000
1239,20,13072,6,5,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Detchd,2005,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2006,WD,Abnorml,142500
1240,20,9037,8,5,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Ex,6,Typ,1,Gd,Attchd,2006,RFn,2,472,TA,TA,Y,120,33,0,0,0,0,NA,NA,NA,0,12,2007,WD,Normal,265900
1241,60,8158,7,5,2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,8,Typ,0,NA,Attchd,2003,RFn,2,543,TA,TA,Y,0,63,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,224900
1242,20,9849,7,6,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,3,954,TA,TA,Y,0,56,0,0,0,0,NA,NA,NA,0,6,2007,New,Partial,248328
1243,85,10625,7,6,1974,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,2,TA,Attchd,1974,RFn,2,528,TA,TA,Y,0,120,0,0,0,0,NA,MnPrv,NA,0,1,2010,WD,Family,170000
1244,20,13891,10,5,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Ex,7,Typ,1,Gd,Attchd,2006,Fin,3,850,TA,TA,Y,216,229,0,0,0,0,NA,NA,NA,0,9,2006,New,Partial,465000
1245,70,11435,8,7,1929,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,2,Gd,Detchd,1931,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,230000
1246,80,12090,6,7,1984,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Typ,1,TA,BuiltIn,1984,Fin,2,477,TA,TA,Y,268,112,0,0,147,0,NA,NA,NA,0,1,2007,WD,Abnorml,178000
1247,60,8125,7,5,2005,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,Attchd,2005,RFn,2,615,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,3,2006,New,Partial,186500
1248,80,12328,6,5,1976,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1976,Unf,3,888,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,169900
1249,75,9600,6,5,1917,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,8,Typ,1,Gd,Detchd,1950,Unf,2,396,Fa,Fa,P,0,0,259,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,129500
1250,20,7200,5,7,1950,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1950,Unf,1,276,TA,TA,Y,0,80,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,119000
1251,20,11160,7,5,1968,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,8,Typ,2,TA,Attchd,1968,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,244000
1252,120,3136,7,5,2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,6,Typ,1,Gd,Attchd,2003,RFn,2,478,TA,TA,Y,148,36,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,171750
1253,20,9858,5,6,1968,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Attchd,1968,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,NA,GdWo,Shed,600,11,2009,WD,Normal,130000
1254,60,17542,7,7,1974,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,9,Typ,2,Gd,Attchd,1974,RFn,2,518,TA,TA,Y,220,47,0,0,0,0,NA,MnPrv,NA,0,7,2007,WD,Normal,294000
1255,60,6931,7,5,2003,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003,Fin,2,397,TA,TA,Y,178,128,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,165400
1256,50,6240,6,6,1931,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,Gd,Detchd,1978,Unf,1,560,TA,TA,Y,0,0,0,0,120,0,NA,NA,NA,0,11,2007,WD,Normal,127500
1257,20,14303,8,5,1994,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,691,TA,TA,Y,262,36,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,301500
1258,30,4060,5,8,1922,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,96,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,99900
1259,80,9587,7,5,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,5,Typ,0,NA,Attchd,2005,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,190000
1260,20,9750,6,8,1969,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1969,Unf,2,460,TA,TA,Y,180,0,0,0,80,0,NA,NA,NA,0,7,2008,WD,Normal,151000
1261,60,24682,6,5,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Typ,1,TA,BuiltIn,1999,Fin,2,502,TA,TA,Y,0,103,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,181000
1262,20,9600,5,6,1956,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Attchd,1956,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,128900
1263,50,11250,4,5,1957,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,TA,8,Min2,2,TA,Attchd,1957,Unf,1,304,TA,TA,Y,120,0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,161500
1264,70,13515,6,6,1919,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,8,Typ,1,Gd,Detchd,1940,Unf,2,520,TA,TA,N,0,0,126,0,0,0,NA,GdPrv,NA,0,7,2007,WD,Normal,180500
1265,120,4060,6,5,1998,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,5,Typ,0,NA,Attchd,1998,Fin,2,511,TA,TA,Y,144,68,0,0,0,0,NA,NA,NA,0,8,2008,COD,Abnorml,181000
1266,160,3735,7,5,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,Detchd,1999,Unf,2,506,TA,TA,Y,0,34,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,183900
1267,190,10120,7,4,1910,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,9,Typ,1,Gd,Detchd,1960,Unf,1,308,TA,TA,N,0,0,264,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,122000
1268,20,13214,9,5,2008,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,10,Typ,1,Gd,Attchd,2009,Fin,3,746,TA,TA,Y,144,76,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,378500
1269,50,14100,8,9,1935,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982,Unf,3,1014,TA,TA,Y,314,12,0,0,0,0,NA,GdWo,NA,0,5,2008,WD,Normal,381000
1270,50,11344,5,5,1958,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Typ,0,NA,Attchd,1958,Unf,1,315,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,7,2007,WD,Normal,144000
1271,40,23595,7,6,1979,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,Gd,4,Typ,1,TA,Attchd,1979,Fin,2,586,TA,TA,Y,268,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,260000
1272,20,9156,6,7,1968,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,Gd,Attchd,1968,RFn,2,462,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,185750
1273,20,13526,5,6,1965,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Attchd,1965,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,NA,MnPrv,NA,0,11,2006,WD,Normal,137000
1274,80,11512,6,7,1959,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Ex,5,Typ,1,Gd,Basment,1959,RFn,1,312,TA,TA,Y,0,0,0,0,163,0,NA,GdPrv,NA,0,5,2008,WD,Normal,177000
1275,50,5362,5,6,1910,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,8,Typ,1,Gd,Detchd,1985,Unf,2,552,TA,TA,Y,242,0,81,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,139000
1276,90,11345,5,5,1948,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,10,Typ,0,NA,Detchd,1948,Unf,2,400,TA,Fa,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,137000
1277,60,12936,6,6,1972,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,TA,Attchd,1972,Unf,2,497,TA,TA,Y,294,116,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,162000
1278,80,17871,6,5,1967,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Typ,1,Gd,Attchd,1967,RFn,2,480,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,197900
1279,60,9473,8,5,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,237000
1280,50,7500,4,4,1920,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,6,Typ,0,NA,Detchd,1980,RFn,2,528,TA,TA,Y,30,0,164,0,0,0,NA,NA,NA,0,4,2010,COD,Abnorml,68400
1281,20,9808,7,5,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,Attchd,2002,RFn,2,544,TA,TA,Y,0,72,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,227000
1282,20,8049,7,5,1990,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,6,Typ,1,TA,Attchd,1990,Fin,2,484,Gd,Gd,Y,0,58,0,0,90,0,NA,NA,NA,0,7,2006,WD,Normal,180000
1283,20,8800,5,7,1977,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,5,Typ,0,NA,Detchd,1977,Unf,2,484,TA,TA,Y,0,0,0,0,288,0,NA,NA,NA,0,9,2009,WD,Normal,150500
1284,90,9400,6,5,1971,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,128,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,139000
1285,50,9638,6,7,1919,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,10,Min2,1,Gd,Detchd,1969,Unf,1,336,TA,TA,Y,272,0,42,0,116,0,NA,NA,NA,0,3,2010,WD,Normal,169000
1286,50,6000,6,6,1939,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,6,Typ,1,Gd,Detchd,1939,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,132500
1287,20,9790,6,5,1963,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,2,Gd,Attchd,1963,Unf,2,528,TA,TA,Y,0,26,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,143000
1288,20,36500,5,5,1964,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,7,Typ,0,NA,Attchd,1964,Unf,2,390,TA,TA,N,168,198,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,190000
1289,120,5664,8,5,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Ex,5,Typ,1,Ex,Attchd,2000,Fin,2,499,TA,TA,Y,212,59,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,278000
1290,60,11065,8,5,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006,Fin,3,753,TA,TA,Y,177,74,0,0,0,0,NA,NA,NA,0,10,2006,New,Partial,281000
1291,80,14112,5,7,1964,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,Gd,Attchd,1964,RFn,2,484,TA,TA,Y,227,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,180500
1292,160,1680,5,7,1972,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Detchd,1972,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,119500
1293,70,6600,5,4,1892,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,11,Min2,0,NA,Attchd,1985,RFn,1,432,TA,TA,Y,0,287,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,107500
1294,60,10140,7,5,1976,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,8,Typ,1,TA,Attchd,1976,RFn,2,528,TA,TA,Y,0,28,0,0,259,0,NA,GdWo,NA,0,3,2006,WD,Normal,162900
1295,20,8172,5,7,1955,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,2,572,TA,TA,N,0,0,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,115000
1296,20,8400,5,5,1968,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Attchd,1968,RFn,1,288,TA,TA,Y,356,0,0,0,0,0,NA,GdWo,NA,0,11,2006,WD,Normal,138500
1297,20,8700,5,6,1963,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1963,RFn,2,525,TA,TA,Y,192,20,123,0,0,0,NA,MnPrv,NA,0,12,2008,WD,Normal,155000
1298,180,3675,6,5,2005,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Basment,2005,Fin,2,525,TA,TA,Y,0,44,0,0,0,0,NA,NA,NA,0,6,2006,New,Partial,140000
1299,60,63887,10,5,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,12,Typ,3,Gd,Attchd,2008,Fin,2,1418,TA,TA,Y,214,292,0,0,0,480,Gd,NA,NA,0,1,2008,New,Partial,160000
1300,20,7500,5,7,1959,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,Attchd,1959,RFn,1,305,TA,TA,Y,218,0,0,0,0,0,NA,GdPrv,NA,0,5,2010,WD,Normal,154000
1301,60,10762,7,5,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,9,Typ,1,TA,Attchd,1999,Fin,2,490,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,225000
1302,70,7500,6,7,1942,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,2,Gd,Attchd,1942,Unf,1,213,TA,TA,P,0,0,0,0,224,0,NA,NA,NA,0,11,2009,WD,Normal,177500
1303,60,10120,8,5,1994,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,8,Typ,1,TA,Attchd,1994,RFn,3,844,TA,TA,Y,309,78,0,0,0,0,NA,NA,NA,0,12,2006,WD,Normal,290000
1304,20,8688,7,5,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,3,834,TA,TA,Y,208,59,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,232000
1305,160,3363,7,5,2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Maj1,0,NA,Detchd,2004,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,130000
1306,20,13173,9,5,2006,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Ex,6,Typ,2,Ex,Attchd,2006,Fin,2,840,TA,TA,Y,404,102,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,325000
1307,120,6955,7,5,2005,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,NA,NA,NA,0,9,2006,New,Partial,202500
1308,20,8072,5,5,1994,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Detchd,2000,Unf,2,480,TA,TA,Y,0,64,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,138000
1309,20,12000,5,7,1948,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,6,Typ,0,NA,Attchd,1948,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,NA,GdWo,NA,0,5,2008,WD,Normal,147000
1310,20,7153,6,5,1991,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,Attchd,1991,RFn,2,496,TA,TA,Y,112,51,0,0,0,0,NA,GdWo,NA,0,6,2008,WD,Normal,179200
1311,20,17500,7,8,1959,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,7,Typ,2,TA,Attchd,1959,Fin,2,567,TA,TA,Y,0,207,162,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,335000
1312,20,8814,7,5,2005,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,Attchd,2005,RFn,2,508,TA,TA,Y,264,98,0,0,0,0,NA,NA,NA,0,1,2007,New,Partial,203000
1313,60,9572,8,5,1990,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,9,Typ,1,Ex,Attchd,1990,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,302000
1314,60,14774,9,5,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,10,Typ,1,TA,BuiltIn,1999,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,333168
1315,20,8190,4,6,1954,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,1,TA,Detchd,1956,Unf,1,280,TA,TA,Y,0,36,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,119000
1316,60,11075,6,5,1969,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,9,Typ,2,Gd,Attchd,1969,Unf,2,576,TA,TA,Y,280,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,206900
1317,20,10226,8,5,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,8,Typ,1,Gd,Attchd,2008,RFn,3,860,TA,TA,Y,172,42,0,0,0,0,NA,NA,NA,0,1,2009,WD,Normal,295493
1318,120,4230,7,5,2006,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,5,Typ,1,Gd,Attchd,2006,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,NA,NA,NA,0,4,2007,New,Partial,208900
1319,20,14781,8,5,2001,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,TA,Attchd,2001,RFn,3,748,TA,TA,Y,198,150,0,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,275000
1320,20,10215,4,5,1954,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Attchd,1954,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,2,2007,WD,Normal,111000
1321,20,8400,6,3,1957,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,2,442,TA,TA,Y,114,0,0,0,216,0,NA,NA,NA,0,6,2009,WD,Normal,156500
1322,20,6627,3,6,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,4,Typ,0,NA,Detchd,1955,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,72500
1323,60,10186,7,5,1992,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,564,TA,TA,Y,240,39,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,190000
1324,30,5330,4,7,1940,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Fa,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,164,0,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,82500
1325,20,9986,8,5,2006,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,NA,NA,NA,0,2,2007,New,Partial,147000
1326,30,3636,4,4,1922,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,100,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,55000
1327,30,4270,3,6,1931,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,286,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,79000
1328,20,6600,5,9,1982,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,5,Typ,1,Ex,Attchd,1982,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,10,2008,WD,Normal,130500
1329,50,10440,6,7,1920,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,TA,8,Mod,2,TA,Detchd,1920,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,NA,MnPrv,Shed,1150,6,2008,WD,Normal,256000
1330,60,9084,7,5,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,8,Typ,1,TA,Attchd,1998,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,176500
1331,20,10000,8,5,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,NA,NA,NA,0,12,2007,WD,Normal,227000
1332,80,10780,5,5,1976,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Detchd,1976,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,132500
1333,20,8877,4,6,1938,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,3,Typ,1,Gd,Detchd,1958,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,100000
1334,50,7200,5,6,1938,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,6,Typ,0,NA,Detchd,1951,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,NA,MnPrv,NA,0,7,2006,WD,Normal,125500
1335,160,2368,5,6,1970,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Min1,0,NA,Attchd,1970,Unf,2,440,TA,TA,Y,0,36,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,125000
